Balland Field,6,2004-06-01,S/1219/04/F,Conservatory,,A,2004-06-29,11
Rampton End,21A,2013-01-01,S/0031/13/F,Conversion,Garage,N,2013-01-24,9ii
Rampton End,,1999-03-01,S/0357/99/F,Change of Use,,A,,
Rampton Road,6,2004-06-01,S/1040/04/F,Extension,,A,2004-06-29,4
Rampton Road,11,2009-01-01,S/2140/08/F,Annexe,,R,2009-01-29,7i
Rampton Road,21,2002-02-01,S/0403/02/F,Extension,,N,,
Rampton Road,23,2007-05-01,S/0828/07/F,Conservatory,,A,2007-05-22,iii
Rampton Road,33,2005-12-01,S/2308/05/F,Extension,,A,2005-12-14,6ix
Rampton Road,39,2007-04-01,S/0546/07/F,Extension,,A,2007-04-24,7iii
Rampton Road,40,2004-03-01,S/0617/04/F,Conservatory,,A,,
Rampton Road,40,2000-03-01,S/0417/00/F,Extension,,A,,
Rampton Road,43,2001-11-01,S/2153/01/F,Extension,,N,,
Rampton Road,43,2002-03-01,S/0556/02/F,Extension,,N,,
Rampton Road,49,2010-03-01,S/0121/10/F,Amendment,,N,2010-03-22,7ii
Rampton Road,49,2010-02-01,S/0121/10/F,Extension,,N,2010-02-15,7ii
Rampton Road,54,2009-04-01,S/0387/09/F,Conservatory,,N,2009-04-28,7i
Rampton Road,54,2004-01-01,S/2514/03/F,Extension,,A,,
Rampton Road,70,2000-02-01,S/0183/00/F,Conservatory,,A,,
Rampton Road,74,2004-05-01,S/0888/04/F,Access,,A,,
Rampton Road,77,2011-07-01,S/1168/11/,Extension,,A,2011-07-12,6i
Rampton Road,83,2008-02-01,S/0092/08/F,Conservatory,,A,2008-02-12,6iv
Rampton Road,83,2004-06-01,S/1071/04/F,Extension,,A,2004-06-29,2
Rampton Road,84,2000-09-01,S/1732/00/R,Development,,R,,
Rampton Road,94,2012-10-01,S/2096/12/F,Dwelling,,R,2012-10-24,6v
Rampton Road,101,2001-05-01,S/0830/01/F,Extension,,A,,
Rampton Road,101,2002-08-01,S/1678/02/F,Extension,,A,,
Rampton Road,104,1998-12-01,S/0015/99/F,Garage,,N,,
Rampton Road,111,2004-01-01,S/2537/03/F,Extension,,N,,
Rampton Road,130,1999-07-01,S/1209/99/F,Change of Use,,N,,
Rampton Road,130,2000-10-01,S/1961/00/F,Extension,,R,,
Rampton Road,130,2001-01-01,S/0134/01/F,Extension,,R,,
Rampton Road,130,2004-07-01,S/1476/04/F,Mobile Home,,R,2004-07-28,4
Rampton Road,132,1999-05-01,S/0787/99/F,Access,,A,,
Rampton Road,132,2004-08-01,S/1600/04/F,Change of Use,,A,2004-08-12,3f
Rampton Road,132,2008-11-01,S/1782/08/F,Change of Use,,A,2008-11-13,7iii
Rampton Road,132,1999-03-01,S/0338/99/R,Development,,N,,
Rampton Road,132,1999-03-01,S/0544/97/O,Development,,R,,
Rampton Road,132,1999-04-01,S/0387/99/R,Development,,R,,
Rampton Road,132,1999-08-01,S/1285/99/F,Development,,R,,
Rampton Road,132,2005-09-01,S/1747/05/F,Roof,Replacement Roof,R,2005-09-26,7x
Rampton Road,25A,2008-02-01,S/0161/08/F,Extension,,A,2008-02-12,6ii
Rampton Road,37A,2010-10-01,S/1392/10/F,Change of Use,,R,2010-10-12,6i
Rampton Road,37A,2012-10-01,S/1987/12/V,Change of Use,,R,2012-10-10,8i
Rampton Road,37A,2012-10-01,S/2020/12/F,Outbuilding,Portakabin,R,2012-10-10,8ii
Rampton Road,,2000-12-01,S/2267/00/F,Change of Use,,R,,
Rampton Road,,2006-06-01,S/1067/06/F,Change of Use,,R,2006-06-12,6iii
Rampton Road,,1997-02-01,S/0168/97/O,Development,,A,,
Rampton Road,,2012-05-01,S/0775/12/F,Outbuilding,Shed,A,2012-05-01,6i
Rampton Road,,2000-03-01,S/0418/00/F,Outbuilding,Storage,A,,
Ravens Yard,1,2009-06-01,C1140100,Tree Work,,A,2009-06-24,7ii
Rockmill End,5,2005-02-01,S/0304/05/F,Extension,,A,2005-03-10,3c
Rockmill End,16,2001-08-01,S/1542/01/F,Conservatory,,A,,
Rockmill End,17,2011-11-01,S/2237/11/,Extension,,A,2011-11-24,6i
Rockmill End,19,2002-04-01,S/0702/02/F,Development,,R,,
Rockmill End,19,2002-10-01,S/1897/02/F,Development,,R,,
Rockmill End,33,2005-05-01,S/0919/05/F,Extension,,N,2005-05-19,3h
Rockmill End,37,2006-12-01,S/2177/06/P,Demolition,House,N,2006-12-04,6ii
Rockmill End,37,2004-03-01,S/0397/04/O,Major Development,,N,,
Rockmill End,37,2006-12-01,S/2196/06/F,Major Development,,R,2006-12-04,6iii
Rockmill End,53,2007-11-01,S/1955/07/F,Conservatory,,A,2007-11-20,6i
Rockmill End,57,2002-03-01,S/0429/02/F,Conservatory,,N,,
Rockmill End,57,1999-03-01,S/0334/99/F,Outbuilding,Shed,R,,
Rockmill End,,2011-03-01,S/2251/10/,Amendment,,A,2011-03-15,9i
Rockmill End,,2011-01-01,S/2222/10,Dwelling,Affordable Housing,A,2011-01-19,7iii
Rook Grove,2,2000-01-01,S/0048/00/F,Garage,,N,,
Rook Grove,4,2002-01-01,S/0172/02/F,Extension,,N,,
Rook Grove,22,2001-07-01,S/1390/01/F,Extension,,A,,
Rook Grove,24,2002-03-01,S/0045/02/F,Extension,,N,,
Rook Grove,28,2000-06-01,S/1158/00/F,Extension,,A,,
Rook Grove,32,2001-07-01,S/1402/01/F,Extension,,A,,
Rose & Crown Yard,1,2008-10-01,S/1603/08/F,Amendment,,A,2008-10-14,7v
Rose & Crown Yard,1,2008-09-01,S/1603/08/F,Extension,,A,2008-09-30,7i
Rose & Crown Yard,2,1999-02-01,S/0180/99/F,Roof,Dormer Window,A,,
Saxon Way,20,2006-11-01,S/0965/06/F,Boundary,Garden Wall,A,2006-11-13,6i
Saxon Way,20,2012-10-01,S/1872/12/F,Extension,And Porch,N,2012-10-10,8v
Saxon Way,33,2011-03-01,S/0297/11/,Extension,Garage,A,2011-03-15,9ii
Saxon Way,34,2005-06-01,S/1075/05/F,Boundary,Fence,A,2005-06-30,3a
Saxon Way,87,2007-04-01,S/0373/07/F,Extension,,N,2007-04-02,6iii
Saxon Way,109,2006-04-01,S/0607/06/F,Extension,,A,2006-04-10,6vi
Schole Road,26,2011-11-01,S/2062/11/,Extension,,N,2011-11-08,6i
Schole Road,29,2006-09-01,S/1689/06/F,Extension,,A,2006-09-19,6i
Schole Road,32,2004-06-01,S/1275/04/O,Development,,R,2004-07-15,3
Schole Road,32,2006-03-01,S/0444/06/F,Development,,R,2006-03-20,6vi
Schole Road,32,2009-11-01,S/1522/09/F,Development,,N,2009-11-16,7i
Schole Road,33,2007-04-01,S/0528/07/F,Extension,,A,2007-04-24,7i
Schole Road,33,2010-02-01,S/0135/10/F,Extension,,N,2010-02-15,7iii
Schole Road,42,2007-04-01,S/0631/07/F,Extension,,N,2007-04-24,7vi
Schole Road,,2010-10-01,S/1567/10,Business,All Weather Area,A,2010-10-26,7i
Schole Road,,2010-02-01,S/1803/09/F,Change of Use,,R,2010-02-01,7iv
Schole Road,,2004-12-01,S/2505/04/F,Gypsy,Caravans,R,2005-01-10,3a
Schole Road,,2006-04-01,S/0788/06/F,Gypsy,Caravans,R,2006-05-02,6iii
Schole Road,,2006-12-01,S/2183/06/F,Gypsy,Caravans,R,2006-12-04,6v
Schole Road,,2006-12-01,S/2330/06/F,Gypsy,Caravans,R,2006-12-21,6v
Schole Road,,2008-10-01,S/1578/08/F,Gypsy,Mobile Homes,R,2008-10-14,7i
Schole Road,,2009-11-01,S/1561/09/F,Gypsy,Caravans,R,2009-11-16,7vi
Schole Road,,2010-04-01,S/0324/10/F,Gypsy,Caravans,R,2010-04-26,7ii
Schole Road,,2012-09-01,S/1590/12/F,Gypsy,Development,R,2012-09-25,6iv
Schole Road,,2004-05-01,S/0856/04/F,Mobile Home,,R,,
Schole Road,,2005-09-01,S/1653/05/F,Mobile Home,,R,2005-09-26,7ii
Schole Road,,2005-09-01,S/1654/05/F,Mobile Home,,R,2005-09-26,7iii
Schole Road,,2009-11-01,S/1134/09/F,Mobile Home,,R,2009-11-16,7iii
Schole Road,,2012-03-01,S/0198/12/V,Permanent Consent,,R,2012-03-05,6i
Schole Road,,2012-06-01,S/1188/12/F,Permanent Consent,,R,2012-06-27,6iv
Schole Road,,2008-04-01,S/0470/08/F,Road,Road/Hardstanding,A,2008-04-09,6iii
Shelfords Road,,2012-10-01,S/1959/12/F,Agricultural,Store,A,2012-10-10,8iv
Short Lane,2,2005-11-01,S/2007/05/O,Development,,R,2005-11-15,6i
Short Lane,2,2006-04-01,S/0559/06/O,Major Development,,R,2006-04-10,6iii
Short Lane,2,2010-01-01,S/1709/09/F,Major Development,,R,2010-01-18,7i
Short Lane,2,2010-06-01,S/1709/09/R,Major Development,,R,2010-06-28,7iv
Short Lane,5,2000-07-01,S/1331/00/F,Conservatory,,A,,
Short Lane,6,2006-06-01,S/1012/06/F,Extension,,A,2006-06-12,6ii
Short Lane,6,2011-07-01,S/1265/11/,Extension,,A,2011-07-28,6ii
Short Lane,8,2008-06-01,S/0914/08/F,Extension,,A,2008-06-17,7iii
Short Lane,10,2002-09-01,S/1852/02/F,Extension,,N,,
Silver Street,6,2005-10-01,S/1852/05/F,Extension,,N,2005-10-18,6iii
Silver Street,6,2006-06-01,S/1101/06/F,Extension,,N,2006-06-29,6ii
Silver Street,24,2008-04-01,S/0536/08/F,Extension,,A,2008-04-23,7iii
Silver Street,34,2004-02-01,S/0281/02/F,Extension,,N,,
Silver Street,34,2006-06-01,S/0991/06/F,Extension,,A,2006-06-12,6i
Silver Street,38,2008-02-01,S/0192/08/L,Alteration,Alterations to LB,A,2008-02-26,6iv
Silver Street,38,2009-02-01,S/0229/09/L,Alteration,,R,2009-02-23,7ii
Silver Street,38,2008-02-01,S/0262/08/F,Extension,,N,2008-02-26,6v
Silver Street,,2011-09-01,S/1720/11/,Advertisement,Signs,A,2011-09-27,6ii
Spong Drove,,2008-09-01,S/1585/08/F,Agricultural,Building,NC,2008-09-30,7ii
Spong Drove,,2008-10-01,S/1585/08/F,Agricultural,Building,A,2008-10-14,7ii
Spong Drove,,2010-11-01,S/1585/08/F,Agricultural,Building,R,2010-11-16,7ii
Spong Drove,,2011-11-01,S/1585/08/F,Agricultural,Building,N,2011-11-24,6iii
Spong Drove,,2012-12-01,S/2261/12/F,Change of Use,,R,2012-12-11,6i
Stanton Mereway,18,2005-01-01,S/0118/05/F,Mobile Home,,N,2005-01-31,3d
Stanton Mereway,19,2008-07-01,S/0949/08/F,Renewel,,N,2008-07-08,7i
Stanton Mereway,,2008-04-01,S/0540/08/F,Conservatory,,A,2008-04-23,7ii
Stanton Mereway,,2000-05-01,S/0948/00/F,Dwelling,Replacement Bungalow,A,,
Stanton Mereway,,2001-02-01,S/0302/01/F,Extension,,N,,
Stanton Mereway,,2002-11-01,S/2205/02/F,Outbuilding,Storage,R,,
Station Road,1,2006-11-01,S/2036/06/F,Outbuilding,Paved Lawn & Door,A,2006-11-13,6iii
Station Road,1,2007-10-01,S/1946/07/F,Outbuilding,Timber Shelter,R,2007-10-29,7vi
Station Road,1,2008-03-01,S/0331/08/F,Outbuilding,Timber Shelter,N,2008-03-18,DP
Station Road,2,2004-01-01,S/0075/04/F,Change of Use,,A,,
Station Road,2,2012-10-01,S/2108/12/F,Extension,,A,2012-10-24,6vi
Station Road,2,2007-03-01,S/0277/07/O,Major Development,,R,2007-03-08,6i
Station Road,2,2009-05-01,S/1702/08/F,Major Development,,R,2009-05-19,8i
Station Road,2,2009-07-01,S/1702/08/F,Major Development,,N,2009-07-27,7ii
Station Road,2,2012-04-01,S/0582/12/F,Road,Dropped Kerb,N,2012-04-16,6i
Station Road,6,2012-11-01,S/2335/12/F,Extension,Second Storey,R,2012-11-27,6i
Station Road,10,2011-07-01,S/1040/11/,Access,,A,,6ii
Station Road,14,2000-02-01,S/0198/00/F,Extension,,R,,
Station Road,16,2012-07-01,S/1251/12/F,Outbuilding,Summerhouse,A,2012-07-11,6ii
Station Road,24,2012-09-01,S/1860/12/F,Mobile Home,Replacement Caravan,N,2012-09-25,6iii
Station Road,24,2007-04-01,S/0575/07/F,Outbuilding,Static Home,R,2007-04-24,7v
Station Road,26,2004-02-01,S/0362/04/F,Alteration,,A,,
Station Road,27,1999-01-01,S/0108/99/O,Development,,N,,
Station Road,27,2006-04-01,S/0743/06/F,Dwelling,,A,2006-04-26,7iv
Station Road,39,1999-04-01,S/1197/96/F,Extension,,A,,
Station Road,40,2005-08-01,S/1451/05/F,Conversion,Flats,A,2005-08-17,4iii
Station Road,47,2001-12-01,S/2382/01/F,Development,,R,,
Station Road,47,2011-12-01,S/2278/11/,Development,,A,2011-12-08,6
Station Road,49,2006-06-01,S/1197/06/F,Conservatory,,A,2006-06-29,6iii
Station Road,53,2010-10-01,S/1188/10/F,Change of Use,,N,2010-10-26,7vi
Station Road,59,1999-02-01,S/1775/98/F,Development,,N,,
Station Road,65,2000-07-01,S/1288/00/F,Alteration,,N,,
Station Road,65,1999-10-01,S/1648/99/F,Development,,R,,
Station Road,66,2002-10-01,S/1922/02/F,Extension,,A,,
Station Road,67,2007-10-01,S/1717/07/F,Extension,,A,2007-10-04,6i
Station Road,68,2007-08-01,S/1419/07/F,Extension,,R,2007-08-09,6iv
Station Road,68,2008-02-01,S/0176/08/F,Extension,,R,2008-02-12,6i
Station Road,68,2008-07-01,S/0992/08/F,Extension,,R,2008-07-08,7ii
Station Road,68,2009-06-01,S/0620/09/F,Extension,,N,2009-06-03,DP
Station Road,70,2001-06-01,S/1103/01/F,Development,,R,,
Station Road,71,1999-01-01,S/0109/99/O,Development,,N,,
Station Road,71,2006-08-01,S/1448/06/O,Renewel,,R,2006-08-03,6iv
Station Road,74,1999-12-01,S/2077/99/F,Extension,,A,,
Station Road,74,2002-07-01,S/1439/02/F,Extension,,A,,
Station Road,103,2000-09-01,S/1762/00/F,Extension,,A,,
Station Road,103,2009-06-01,S/0639/09/F,Extension,,A,2009-06-24,7i
Station Road,111,2005-07-01,S/1351/05/F,Extension,,R,2005-07-21,3f
Station Road,111,2010-04-01,S/0304/10/F,Extension,,A,2010-04-12,7i
Station Road,111,2010-11-01,S/1836/10/F,Extension,,N,2010-11-16,7i
Station Road,115,1998-10-01,S/1703/98/F,Alteration,,A,,
Station Road,115,1998-03-01,S/0342/98/F,Extension,,N,,
Station Road,127,2008-02-01,S/0137/08/F,Dwelling,,R,2008-02-12,6v
Station Road,127,2002-09-01,S/1865/02/F,Extension,,A,,
Station Road,127,2004-02-01,S/0355/04/F,Extension,,A,,
Station Road,130,2006-08-01,S/0095/02/F,Amendment,,N,2006-08-03,6i
Station Road,130,1999-02-01,S/0284/99/O,Development,,A,,
Station Road,130,2002-01-01,S/0095/02/F,Development,,A,,
Station Road,130,2010-06-01,S/0864/10/F,Dwelling,Dwelling Rev Design,A,2010-06-28,7iii
Station Road,130,1999-03-01,S/0382/99/F,Outbuilding,Tower,R,,
Station Road,135,2005-04-01,S/0730/05/F,Conservatory,,A,2005-04-26,3c
Station Road,145,2004-10-01,S/2113/04/F,Extension,,A,2004-10-21,3f
Station Road,149,2002-03-01,S/0652/02/F,Extension,,N,,
Station Road,153,2004-03-01,S/0664/04/F,Extension,,R,,
Station Road,153,2004-07-01,S/1462/04/F,Extension,,R,2004-07-28,6
Station Road,155,2012-11-01,S/2314/12/F,Outbuilding,Summer House,N,2012-11-27,6iii
Station Road,158,2000-02-01,S/0359/00/F,Extension,,A,,
Station Road,158,2002-03-01,S/0591/02/F,Extension,,N,,
Station Road,158,2006-04-01,S/0704/06/F,Extension,,A,2006-04-26,7i
Station Road,158,2002-05-01,S/0645/02/F,Outbuilding,Storage,A,,
Station Road,167,2012-03-01,S/0373/12/F,Extension,,N,2012-03-05,6iii
Station Road,170,2008-08-01,S/1219/08/F,Conservatory,,A,2008-08-12,7i
Station Road,171,2005-05-01,S/1019/05/F,Extension,,N,2005-06-09,3b
Station Road,171,2006-02-01,S/2366/05/F,Extension,,A,2006-02-14,7
Station Road,174,2002-10-01,S/2072/02/F,Extension,,A,,
Station Road,174,2007-12-01,S/2296/07/F,Extension,,A,2007-12-17,6v
Station Road,176,2009-06-01,S/0626/09/F,Agricultural,Shed,N,2009-06-01,7ii
Station Road,176,2008-09-01,S/1369/08/F,Amendment,,R,2008-09-16,7i
Station Road,176,2008-11-01,S/1469/08/F,Amendment,,R,2008-11-13,7i
Station Road,176,2007-09-01,S/1674/07/F,Change of Use,Adj PolyT/Sheds/MH,R,2007-11-09,6ii
Station Road,176,2002-02-01,S/0081/02/O,Development,,R,,
Station Road,176,2007-08-01,S/1350/07/O,Development,Afford Homes,A,2007-08-09,6i
Station Road,176,2008-01-01,S/0008/08/F,Temporary Consent,Adj PolyT/Sheds/MH,R,2008-01-29,6i
Station Road,176,2008-02-01,S/0008/08/F,Temporary Consent,Adj PolyT/Sheds/MH,N,2008-02-26,6i
Station Road,178,2012-10-01,S/2007/12/F,Business,Retain Display Stand,A,2012-10-24,6iii
Station Road,178,2012-10-01,S/2053/12/F,Agricultural,Retain PolyT/Shed,A,2012-10-24,6iv
Station Road,178,2012-07-01,S/1264/12/RM,Reserved Matters,,N,2012-07-25,6i
Station Road,194,2001-09-01,S/1704/01/F,Extension,,A,,
Station Road,194,2007-10-01,S/1752/07/F,Outbuilding,Store,N,2007-10-04,6ii
Station Road,194,2007-12-01,S/2253/07/F,Outbuilding,Store,N,2007-12-17,6iv
Station Road,,2012-03-01,S/0438/12/F,Business,Office and Store,A,2012-03-22,6iii
Station Road,,2008-12-01,S/2033/08/F,Change of Use,,R,2008-12-10,7v
Station Road,,2012-03-01,S/0480/12/O,Dwelling,,N,2012-03-22,6iv
Station Road,,2005-12-01,S/2306/05/F,Mobile Mast,,A,2005-12-14,6viii
Station Road,,2012-03-01,S/0437/12/F,Agricultural,Polytunnel,A,2012-03-22,6ii
Station Road,,2004-03-01,S/0481/04/F,Road,Cabinet,N,,
Thodays Close,7,2001-04-01,S/0668/01/F,Extension,,A,,
Thodays Close,13,2004-05-01,S/0941/04/F,Extension,,A,,
Thodays Close,33,2010-06-01,C1117100,Tree Work,,A,2010-06-07,7ii
Thodays Close,33,2011-08-01,C1117100,Tree Work,,A,2011-08-10,6ii
Thodays Close,,2007-03-01,S/0347/07/C,Business,Honeypot Building,A,,
Thodays Close,,2007-12-01,S/2251/07/F,Business,Pavilion,A,2007-12-17,6ii
Thodays Close,,1999-04-01,S/0663/99/F,Business,Replacement,A,,
Thodays Close,,2002-08-01,S/1580/02/C,Extension,,A,,
Thodays Close,,2005-04-01,S/0632/05/C,Extension,,A,2005-04-26,3d
Thodays Close,,2009-09-01,S/1188/09/C,Extension,Three Classrooms,R,2009-09-08,7i
Thodays Close,,2005-03-01,S/0490/05/F,Fence,Replacement,A,2005-04-05,a
Thodays Close,,2000-11-01,S/2069/00/F,Mobile Unit,,A,,
Thodays Close,,2006-12-01,S/2282/06/F,Outbuilding,Canopy,A,2006-12-21,6iii
Thodays Close,,2005-06-01,S/1196/05/F,Renewel,Renewal of Consent,A,2005-06-30,3f
West Fen Road,,2012-09-01,S/1861/12/F,Agricultural,Building,N,2012-09-25,6ii
West Fen Road,,2007-02-01,S/0204/07/F,Agricultural,New Farm,A,2007-02-21,6ii
West Fen Road,,2012-03-01,S/0434/12/F,Alteration,,NC,2012-03-22,6v
West Fen Road,,2011-02-01,S/0052/11/,Change of Use,,R,2011-02-08,8ii
West Fen Road,,2010-10-01,S/1387/10/F,Extension,,A,2010-10-26,7ii
West Meadow Road,4,2000-06-01,S/1084/00/F,Extension,,A,,
Westfield Road,15,2010-03-01,S/1759/09/F,Amendment,,N,2010-03-09,7iii
Westfield Road,15,2009-12-01,S/1759/09/F,Extension,,A,2009-12-21,7v
Westfield Road,19,2008-07-01,S/1077/08/F,Conversion,Flats,R,2008-07-08,7v
Westfield Road,19,2008-04-01,S/0624/08/F,Garage,,A,2008-04-23,7iv
Westfield Road,24,2012-06-01,S/1200/12/F,Conservatory,,N,2012-06-27,6ii
Westfield Road,,2009-09-01,S/1177/09/F,Dwelling,Eight Dwellings,R,2009-09-08,7ii
Westfield Road,,2010-10-01,S/1568/10/O,Dwelling,Seven Dwellings,R,2010-10-26,7v
White Path,2,1999-03-01,S/0412/99/F,Extension,,A,,
Wilford Furlong,27,2005-10-01,S/1451/05/F,Extension,,R,2005-10-18,6vi
Wilford Furlong,55,2004-04-01,S/0708/04/F,Parking,,A,,
Wilford Furlong,,2000-09-01,S/1820/00/F,Development,,R,,
Willingham Road,,1999-08-01,S/1361/99/F,Alteration,,A,,
Willingham Road,,1997-09-01,S/1494/97/F,Change of Use,,R,,
Willingham Road,,1997-10-01,S/1538/97/F,Change of Use,,R,,
Willingham Road,,1997-04-01,S/0572/97/F,Development,,R,,
Willingham Road,,1997-09-01,S/1491/97/F,Development,,R,,
Willingham Road,,1998-12-01,S/2028/98/F,Extension,,N,,
